CI_DATE,CASH_IN_ID,RETAILER_ID,PAYMENT_METHOD,FINAL_AMOUNT
4/4/2024,6166621,544260,UPG_DIGITAL_WALLET,500
4/4/2024,6166391,332982,UPG_DIGITAL_WALLET,105
4/4/2024,6166638,332982,UPG_DIGITAL_WALLET,100
4/20/2024,6397768,10770,COLLECTION,"1,000"
4/26/2024,6508289,461520,UPG_DIGITAL_WALLET,"2,000"
4/26/2024,6507316,450330,UPG_DIGITAL_WALLET,"5,000"
3/27/2024,6024812,577116,COLLECTION,"8,100"
3/12/2024,5793396,318762,COLLECTION,"1,000"
4/22/2024,6448612,27468,UPG_DIGITAL_WALLET,"2,500"
4/30/2024,6580970,314574,COLLECTION,"2,000"
4/5/2024,6173618,368208,UPG_DIGITAL_WALLET,100
3/31/2024,6091962,261210,UPG_DIGITAL_WALLET,200
4/2/2024,6128078,6462,COLLECTION,"2,000"
4/5/2024,6167595,595530,UPG_DIGITAL_WALLET,"1,000"
4/5/2024,6173616,106608,UPG_DIGITAL_WALLET,500
4/22/2024,6448184,594126,UPG_DIGITAL_WALLET,400
4/22/2024,6446815,37134,UPG_DIGITAL_WALLET,300
4/11/2024,6268399,403626,UPG_DIGITAL_WALLET,20
4/25/2024,6494104,294882,UPG_DIGITAL_WALLET,250
4/25/2024,6492881,124056,UPG_DIGITAL_WALLET,"1,000"
1/15/2024,4941111,426036,COLLECTION,"1,500.01"
2/10/2024,5313971,359256,COLLECTION,"1,000"
4/19/2024,6392515,450330,UPG_DIGITAL_WALLET,"5,000"
4/24/2024,6466282,493176,UPG_DIGITAL_WALLET,150
3/14/2024,5823611,610782,UPG_DIGITAL_WALLET,"2,000"
1/10/2024,4868979,118266,COLLECTION,"1,000.01"
4/22/2024,6446380,577698,UPG_DIGITAL_WALLET,"3,120"
4/10/2024,6257706,101562,UPG_DIGITAL_WALLET,715
3/4/2024,5686547,164670,COLLECTION,"2,400"
1/9/2024,4859139,390498,UPG_DIGITAL_WALLET,"1,000"
3/1/2024,5636743,34362,UPG_DIGITAL_WALLET,445
4/4/2024,6159598,412092,COLLECTION,"3,000"
4/29/2024,6560561,48510,COLLECTION,"8,000"
4/22/2024,6438995,621546,UPG_DIGITAL_WALLET,9
4/22/2024,6442005,42030,UPG_DIGITAL_WALLET,900
3/27/2024,6017766,396204,UPG_DIGITAL_WALLET,"3,000"
3/16/2024,5848391,509628,UPG_DIGITAL_WALLET,100
3/11/2024,5787301,355596,UPG_DIGITAL_WALLET,330
3/11/2024,5787524,31524,COLLECTION,"1,000"
1/3/2024,4775606,521790,UPG_DIGITAL_WALLET,100
2/18/2024,5444371,606120,UPG_DIGITAL_WALLET,50
4/19/2024,6392546,616170,UPG_DIGITAL_WALLET,200
4/6/2024,6196975,510048,UPG_DIGITAL_WALLET,40
4/6/2024,6193545,254838,UPG_DIGITAL_WALLET,"1,000"
4/26/2024,6509612,582414,UPG_DIGITAL_WALLET,200
3/11/2024,5787377,51144,COLLECTION,"1,000"
1/16/2024,4947557,205590,UPG_DIGITAL_WALLET,700
1/16/2024,4947736,305598,UPG_DIGITAL_WALLET,500
3/10/2024,5763300,272106,COLLECTION,"1,300"
3/25/2024,5993977,507792,UPG_DIGITAL_WALLET,50
3/26/2024,6008698,274704,UPG_DIGITAL_WALLET,"1,000"
3/12/2024,5803139,26004,UPG_DIGITAL_WALLET,"1,000"
3/12/2024,5803343,507858,UPG_DIGITAL_WALLET,"1,000"
3/28/2024,6043946,206652,UPG_DIGITAL_WALLET,12
3/25/2024,5979757,117264,COLLECTION,"2,500"
3/12/2024,5803489,590202,UPG_DIGITAL_WALLET,600
2/20/2024,5469378,444156,UPG_DIGITAL_WALLET,500
1/3/2024,4778466,517224,UPG_DIGITAL_WALLET,200
3/22/2024,5941675,511938,UPG_DIGITAL_WALLET,100
3/22/2024,5943440,323718,UPG_DIGITAL_WALLET,180
2/18/2024,5445811,35460,UPG_DIGITAL_WALLET,300
4/29/2024,6558826,342582,COLLECTION,"2,000"
4/27/2024,6512231,445944,UPG_DIGITAL_WALLET,"1,000"
1/12/2024,4889858,190260,UPG_DIGITAL_WALLET,65
3/10/2024,5775379,558294,UPG_DIGITAL_WALLET,500
2/28/2024,5596249,245268,UPG_DIGITAL_WALLET,500
4/28/2024,6535744,261942,COLLECTION,"1,000"
2/13/2024,5372768,511194,UPG_DIGITAL_WALLET,395
3/25/2024,5989914,1614,UPG_DIGITAL_WALLET,"2,000"
3/29/2024,6055611,48510,COLLECTION,"7,000"
3/31/2024,6085081,236730,COLLECTION,"2,000"
4/6/2024,6188947,428460,UPG_DIGITAL_WALLET,80
4/6/2024,6185323,259044,COLLECTION,"1,000"
4/1/2024,6094976,9852,COLLECTION,"1,000"
4/23/2024,6459273,504024,UPG_DIGITAL_WALLET,"2,500"
4/23/2024,6459106,610986,UPG_DIGITAL_WALLET,"1,000"
1/3/2024,4772857,541602,UPG_DIGITAL_WALLET,100
2/22/2024,5497566,608160,UPG_DIGITAL_WALLET,250
2/8/2024,5287266,368106,COLLECTION,"1,000"
2/2/2024,5194146,503892,UPG_DIGITAL_WALLET,310
2/1/2024,5186252,517482,UPG_DIGITAL_WALLET,127
2/2/2024,5194004,515502,UPG_DIGITAL_WALLET,500
2/2/2024,5201498,471570,UPG_DIGITAL_WALLET,"1,000"
2/29/2024,5608050,479136,UPG_DIGITAL_WALLET,75
1/11/2024,4881978,11970,COLLECTION,"4,000.01"
3/2/2024,5641283,265368,UPG_DIGITAL_WALLET,"1,000"
3/2/2024,5641272,276264,UPG_DIGITAL_WALLET,"5,000"
4/25/2024,6485945,10956,UPG_DIGITAL_WALLET,"1,200"
2/5/2024,5241260,255888,UPG_DIGITAL_WALLET,"1,000"
2/6/2024,5255105,492090,UPG_DIGITAL_WALLET,"1,000"
3/22/2024,5935700,523866,UPG_DIGITAL_WALLET,71
2/7/2024,5277303,500892,UPG_DIGITAL_WALLET,200
2/5/2024,5241241,299964,COLLECTION,"1,000"
2/4/2024,5225018,582180,UPG_DIGITAL_WALLET,"14,770"
2/5/2024,5241300,472872,UPG_DIGITAL_WALLET,14
2/6/2024,5260469,17622,COLLECTION,"2,500"
2/9/2024,5304814,571044,UPG_DIGITAL_WALLET,200
2/7/2024,5269380,206580,COLLECTION,"1,000"
2/10/2024,5320036,448482,UPG_DIGITAL_WALLET,200
4/20/2024,6400988,40836,UPG_DIGITAL_WALLET,200
2/10/2024,5312692,54198,COLLECTION,"1,250"
2/6/2024,5255195,347778,UPG_DIGITAL_WALLET,"1,000"
2/5/2024,5248442,471804,UPG_DIGITAL_WALLET,300
2/5/2024,5248294,116574,UPG_DIGITAL_WALLET,250
4/13/2024,6284811,441234,COLLECTION,"2,500"
3/15/2024,5833764,598254,UPG_DIGITAL_WALLET,100
4/8/2024,6217665,470946,UPG_DIGITAL_WALLET,"10,000"
4/8/2024,6229633,397044,UPG_DIGITAL_WALLET,"1,800"
3/15/2024,5833938,507888,COLLECTION,"2,000"
4/7/2024,6201784,507888,COLLECTION,"6,000"
4/11/2024,6266198,447096,UPG_DIGITAL_WALLET,260
4/11/2024,6266245,509766,COLLECTION,"1,000"
4/7/2024,6209874,509172,COLLECTION,"1,125"
4/9/2024,6241790,497790,COLLECTION,"4,000"
4/13/2024,6297683,618210,COLLECTION,"2,000"
4/7/2024,6209873,287274,UPG_DIGITAL_WALLET,49
4/13/2024,6297678,608784,UPG_DIGITAL_WALLET,"2,540"
4/14/2024,6302458,213708,UPG_DIGITAL_WALLET,"3,600"
4/13/2024,6289391,589014,UPG_DIGITAL_WALLET,800
2/9/2024,5300422,93366,COLLECTION,"1,000"
2/7/2024,5269420,189966,COLLECTION,"2,700"
2/5/2024,5241354,210594,UPG_DIGITAL_WALLET,300
2/5/2024,5248506,451392,UPG_DIGITAL_WALLET,100
2/6/2024,5260576,167172,UPG_DIGITAL_WALLET,500
2/5/2024,5241358,506244,UPG_DIGITAL_WALLET,"1,000"
2/7/2024,5280401,2766,COLLECTION,"4,000"
3/4/2024,5686332,71874,UPG_DIGITAL_WALLET,900
2/22/2024,5502345,509250,UPG_DIGITAL_WALLET,600
1/13/2024,4902380,56202,COLLECTION,"2,000.01"
1/13/2024,4902416,25818,COLLECTION,"2,500.01"
1/13/2024,4902440,359466,UPG_DIGITAL_WALLET,50
3/9/2024,5750742,86436,UPG_DIGITAL_WALLET,200
3/8/2024,5736612,14442,COLLECTION,"1,000"
3/8/2024,5736716,607272,UPG_DIGITAL_WALLET,600
3/8/2024,5736598,19668,COLLECTION,"2,000"
3/9/2024,5759301,164670,COLLECTION,"2,200"
3/6/2024,5711728,478554,UPG_DIGITAL_WALLET,"15,000"
3/10/2024,5770928,518634,UPG_DIGITAL_WALLET,70
4/27/2024,6512223,533388,UPG_DIGITAL_WALLET,278
2/11/2024,5343523,186474,UPG_DIGITAL_WALLET,300
3/7/2024,5733693,164670,COLLECTION,"1,500"
4/21/2024,6430774,573354,UPG_DIGITAL_WALLET,15
3/30/2024,6062292,109566,UPG_DIGITAL_WALLET,100
3/20/2024,5917150,18252,UPG_DIGITAL_WALLET,"1,500"
3/2/2024,5644860,554880,UPG_DIGITAL_WALLET,12
3/24/2024,5970754,516378,UPG_DIGITAL_WALLET,"2,400"
1/7/2024,4831077,564456,UPG_DIGITAL_WALLET,"7,747"
4/23/2024,6452165,10956,UPG_DIGITAL_WALLET,"1,230"
3/6/2024,5707984,21492,UPG_DIGITAL_WALLET,500
3/6/2024,5708033,350196,UPG_DIGITAL_WALLET,200
3/31/2024,6078784,547038,UPG_DIGITAL_WALLET,100
2/12/2024,5356562,394860,UPG_DIGITAL_WALLET,"1,000"
2/21/2024,5482163,213600,COLLECTION,"3,000"
4/25/2024,6492479,300,UPG_DIGITAL_WALLET,50
4/15/2024,6318466,472872,UPG_DIGITAL_WALLET,13
1/15/2024,4930682,543582,UPG_DIGITAL_WALLET,400
1/15/2024,4930867,377274,UPG_DIGITAL_WALLET,"10,000"
1/15/2024,4930877,584604,UPG_DIGITAL_WALLET,50
3/6/2024,5714364,188616,UPG_DIGITAL_WALLET,900
3/9/2024,5748108,618426,UPG_DIGITAL_WALLET,50
1/15/2024,4931140,570072,UPG_DIGITAL_WALLET,10
1/15/2024,4931268,356496,COLLECTION,"1,000.01"
1/15/2024,4930885,261588,COLLECTION,"4,000.01"
1/15/2024,4930930,349728,COLLECTION,"1,000.01"
1/15/2024,4931047,586872,UPG_DIGITAL_WALLET,400
1/15/2024,4931146,322800,UPG_DIGITAL_WALLET,200
3/6/2024,5707395,392658,UPG_DIGITAL_WALLET,103
4/23/2024,6453744,328446,UPG_DIGITAL_WALLET,500
4/21/2024,6418809,480204,UPG_DIGITAL_WALLET,"3,000"
4/22/2024,6434680,198798,UPG_DIGITAL_WALLET,200
1/10/2024,4874778,70044,COLLECTION,"1,000.01"
3/5/2024,5698793,527808,UPG_DIGITAL_WALLET,500
3/26/2024,6000513,60528,COLLECTION,"1,500"
4/21/2024,6430833,60474,COLLECTION,"3,000"
3/12/2024,5795964,175974,COLLECTION,"2,600"
2/12/2024,5356357,118872,COLLECTION,"3,000"
2/14/2024,5376694,131004,UPG_DIGITAL_WALLET,"2,000"
4/22/2024,6435388,538122,UPG_DIGITAL_WALLET,70
4/22/2024,6434068,39144,UPG_DIGITAL_WALLET,800
3/10/2024,5771072,372324,UPG_DIGITAL_WALLET,100
4/4/2024,6163670,618552,UPG_DIGITAL_WALLET,15
1/4/2024,4787739,28080,COLLECTION,"1,000.01"
2/26/2024,5557286,372048,COLLECTION,"1,500"
2/28/2024,5594860,10428,COLLECTION,"1,500"
2/23/2024,5520487,196986,UPG_DIGITAL_WALLET,200
2/24/2024,5538590,317580,UPG_DIGITAL_WALLET,300
4/25/2024,6490677,37212,COLLECTION,"1,300"
4/26/2024,6505663,627738,UPG_DIGITAL_WALLET,200
3/1/2024,5630997,484374,UPG_DIGITAL_WALLET,"17,900"
1/11/2024,4880885,491400,UPG_DIGITAL_WALLET,300
4/1/2024,6112250,511194,COLLECTION,"1,000"
2/8/2024,5294158,3000,UPG_DIGITAL_WALLET,"1,000"
2/10/2024,5315260,598344,UPG_DIGITAL_WALLET,15
2/5/2024,5241232,31020,UPG_DIGITAL_WALLET,10
3/24/2024,5970206,580434,UPG_DIGITAL_WALLET,100
3/28/2024,6031627,16230,COLLECTION,"2,000"
1/15/2024,4931275,509766,UPG_DIGITAL_WALLET,85
3/26/2024,6000642,183648,UPG_DIGITAL_WALLET,500
2/13/2024,5361563,506868,UPG_DIGITAL_WALLET,300
2/12/2024,5349799,84498,COLLECTION,"1,000"
2/16/2024,5410462,557298,UPG_DIGITAL_WALLET,200
4/23/2024,6453593,191730,UPG_DIGITAL_WALLET,"1,500"
4/22/2024,6435365,502206,UPG_DIGITAL_WALLET,500
4/22/2024,6435111,208578,UPG_DIGITAL_WALLET,100
4/22/2024,6434168,314130,UPG_DIGITAL_WALLET,100
4/22/2024,6434177,581742,UPG_DIGITAL_WALLET,5
4/29/2024,6551812,251724,UPG_DIGITAL_WALLET,65
2/24/2024,5538586,160728,COLLECTION,"1,000"
2/24/2024,5538651,190260,UPG_DIGITAL_WALLET,45
2/22/2024,5509758,326406,UPG_DIGITAL_WALLET,"2,500"
2/27/2024,5581794,225762,UPG_DIGITAL_WALLET,500
3/30/2024,6063154,547008,UPG_DIGITAL_WALLET,30
4/25/2024,6496544,35280,COLLECTION,"3,000"
4/24/2024,6479772,347784,COLLECTION,500
2/29/2024,5619553,518670,UPG_DIGITAL_WALLET,490
3/1/2024,5630838,561228,UPG_DIGITAL_WALLET,"10,000"
3/2/2024,5650409,492954,UPG_DIGITAL_WALLET,50
3/1/2024,5630819,338796,COLLECTION,"1,000"
3/13/2024,5816429,191334,COLLECTION,"1,000"
4/3/2024,6141712,519834,UPG_DIGITAL_WALLET,100
1/15/2024,4939493,70776,UPG_DIGITAL_WALLET,500
3/8/2024,5740666,521916,UPG_DIGITAL_WALLET,100
3/9/2024,5756239,163818,COLLECTION,"3,000"
2/28/2024,5601937,538416,UPG_DIGITAL_WALLET,400
2/6/2024,5269019,212682,COLLECTION,"1,000"
2/6/2024,5255093,15966,UPG_DIGITAL_WALLET,"2,000"
2/8/2024,5294166,110448,UPG_DIGITAL_WALLET,"17,931"
2/9/2024,5304556,476700,UPG_DIGITAL_WALLET,400
2/10/2024,5323682,412026,UPG_DIGITAL_WALLET,"5,000"
2/4/2024,5234018,239706,COLLECTION,"2,750"
2/4/2024,5225013,44550,COLLECTION,"2,200"
2/7/2024,5277396,467358,COLLECTION,"1,000"
1/16/2024,4950673,543126,UPG_DIGITAL_WALLET,20
4/19/2024,6386153,522732,UPG_DIGITAL_WALLET,500
3/25/2024,5984219,576690,UPG_DIGITAL_WALLET,500
3/28/2024,6038238,203790,UPG_DIGITAL_WALLET,20
3/28/2024,6038197,82458,UPG_DIGITAL_WALLET,600
3/12/2024,5795282,612030,UPG_DIGITAL_WALLET,500
3/12/2024,5795390,326610,COLLECTION,"1,000"
3/25/2024,5984216,374040,UPG_DIGITAL_WALLET,500
3/26/2024,6000119,394860,UPG_DIGITAL_WALLET,"2,000"
3/12/2024,5795336,83688,UPG_DIGITAL_WALLET,"1,000"
3/11/2024,5778786,84012,COLLECTION,"1,500"
3/25/2024,5984409,19236,COLLECTION,"3,000"
3/24/2024,5964533,496854,COLLECTION,"1,766"
3/24/2024,5970599,346068,COLLECTION,"1,000"
3/31/2024,6078141,367152,UPG_DIGITAL_WALLET,500
4/1/2024,6103670,78882,COLLECTION,"2,000"
4/2/2024,6124919,602052,UPG_DIGITAL_WALLET,"4,900"
4/4/2024,6153828,213708,UPG_DIGITAL_WALLET,"10,400"
4/5/2024,6176712,477180,COLLECTION,"1,000"
2/28/2024,5592840,595482,UPG_DIGITAL_WALLET,26
3/26/2024,6002695,336138,COLLECTION,"3,000"
3/20/2024,5918818,134808,UPG_DIGITAL_WALLET,200
4/16/2024,6338267,492954,UPG_DIGITAL_WALLET,50
3/12/2024,5791597,53490,UPG_DIGITAL_WALLET,500
3/25/2024,5981863,67422,UPG_DIGITAL_WALLET,500
4/7/2024,6210619,108600,UPG_DIGITAL_WALLET,"4,750"
4/11/2024,6267229,553092,UPG_DIGITAL_WALLET,450
4/8/2024,6231758,12618,UPG_DIGITAL_WALLET,140
4/14/2024,6308411,12336,UPG_DIGITAL_WALLET,700
3/15/2024,5835987,569046,UPG_DIGITAL_WALLET,500
4/7/2024,6202552,405306,UPG_DIGITAL_WALLET,"1,000"
4/11/2024,6267270,622584,UPG_DIGITAL_WALLET,"2,000"
3/15/2024,5835929,492954,UPG_DIGITAL_WALLET,100
3/4/2024,5689838,198306,UPG_DIGITAL_WALLET,990
1/10/2024,4862583,528,UPG_DIGITAL_WALLET,100
4/29/2024,6563040,221976,UPG_DIGITAL_WALLET,"1,000"
4/1/2024,6109202,47970,UPG_DIGITAL_WALLET,280
3/14/2024,5826736,86436,UPG_DIGITAL_WALLET,300
4/9/2024,6237966,108804,UPG_DIGITAL_WALLET,200
3/14/2024,5826706,114486,UPG_DIGITAL_WALLET,200
3/29/2024,6054390,491448,UPG_DIGITAL_WALLET,300
4/20/2024,6409766,633702,UPG_DIGITAL_WALLET,100
4/3/2024,6147254,279438,UPG_DIGITAL_WALLET,600
4/2/2024,6121012,340632,COLLECTION,"1,200"
4/4/2024,6159039,32538,UPG_DIGITAL_WALLET,45
4/1/2024,6107352,580218,UPG_DIGITAL_WALLET,209
4/5/2024,6179530,115284,COLLECTION,"1,000"
4/26/2024,6505019,521790,UPG_DIGITAL_WALLET,100
4/26/2024,6504901,329748,UPG_DIGITAL_WALLET,"1,210"
2/23/2024,5517683,521664,UPG_DIGITAL_WALLET,500
2/24/2024,5536345,259956,UPG_DIGITAL_WALLET,500
2/24/2024,5536346,583686,UPG_DIGITAL_WALLET,"25,000"
4/25/2024,6494307,633714,UPG_DIGITAL_WALLET,20
4/18/2024,6369114,22740,UPG_DIGITAL_WALLET,"1,000"
4/18/2024,6378106,515928,UPG_DIGITAL_WALLET,30
4/15/2024,6318687,480204,UPG_DIGITAL_WALLET,"1,199"
3/18/2024,5874643,102354,COLLECTION,"1,800"
3/18/2024,5874738,17154,COLLECTION,"1,080"
4/17/2024,6363818,405288,COLLECTION,"1,000"
3/18/2024,5874851,39804,UPG_DIGITAL_WALLET,505
4/14/2024,6311849,499452,UPG_DIGITAL_WALLET,350
4/28/2024,6544779,468162,UPG_DIGITAL_WALLET,"1,000"
4/28/2024,6542952,605556,UPG_DIGITAL_WALLET,200
4/3/2024,6142288,163434,UPG_DIGITAL_WALLET,"1,400"
3/13/2024,5817107,9852,UPG_DIGITAL_WALLET,"9,400"
4/3/2024,6142347,42156,COLLECTION,"1,500"
4/2/2024,6125732,474786,COLLECTION,"1,000"
4/19/2024,6397254,553092,UPG_DIGITAL_WALLET,400
4/19/2024,6387701,211680,UPG_DIGITAL_WALLET,"1,190"
4/17/2024,6365231,578190,UPG_DIGITAL_WALLET,"3,000"
3/18/2024,5884749,102240,COLLECTION,"1,000"
4/17/2024,6365161,514920,UPG_DIGITAL_WALLET,300
4/9/2024,6246478,33960,UPG_DIGITAL_WALLET,"1,000"
2/24/2024,5538499,613254,UPG_DIGITAL_WALLET,200
4/26/2024,6503451,405306,UPG_DIGITAL_WALLET,733
3/2/2024,5650306,614994,UPG_DIGITAL_WALLET,"25,000"
2/6/2024,5260357,534396,UPG_DIGITAL_WALLET,100
3/28/2024,6038049,487548,UPG_DIGITAL_WALLET,770
3/12/2024,5802083,256404,COLLECTION,"1,500"
3/29/2024,6050453,577734,UPG_DIGITAL_WALLET,200
2/11/2024,5328278,83688,UPG_DIGITAL_WALLET,200
2/12/2024,5355585,42156,COLLECTION,"1,000"
2/13/2024,5361072,423738,COLLECTION,"5,000"
2/12/2024,5349137,299682,COLLECTION,"1,000"
2/11/2024,5343399,552612,UPG_DIGITAL_WALLET,430
3/13/2024,5814508,499734,UPG_DIGITAL_WALLET,500
3/31/2024,6087134,14442,COLLECTION,"2,000"
4/14/2024,6302868,333588,COLLECTION,"4,000"
4/13/2024,6290336,131004,UPG_DIGITAL_WALLET,"2,932"
4/12/2024,6273299,614040,UPG_DIGITAL_WALLET,"5,000"
4/13/2024,6294693,585456,UPG_DIGITAL_WALLET,186
3/15/2024,5835985,116412,COLLECTION,"1,200"
4/9/2024,6231959,336888,UPG_DIGITAL_WALLET,"2,000"
3/14/2024,5824354,23952,COLLECTION,"2,000"
4/9/2024,6243332,595482,UPG_DIGITAL_WALLET,52
1/10/2024,4862628,76644,COLLECTION,"3,000.01"
4/29/2024,6563992,302442,UPG_DIGITAL_WALLET,200
4/5/2024,6167320,18252,UPG_DIGITAL_WALLET,"3,000"
3/14/2024,5823142,16698,COLLECTION,"1,800"
4/4/2024,6158913,31794,COLLECTION,"1,000"
4/3/2024,6134973,474060,UPG_DIGITAL_WALLET,"1,000"
2/5/2024,5253826,34698,UPG_DIGITAL_WALLET,"2,500"
4/25/2024,6483963,623562,UPG_DIGITAL_WALLET,"2,500"
2/4/2024,5230661,510294,UPG_DIGITAL_WALLET,300
2/5/2024,5245430,15666,UPG_DIGITAL_WALLET,"5,000"
2/5/2024,5252589,132702,COLLECTION,"1,100"
2/5/2024,5245401,236730,COLLECTION,"2,000"
4/26/2024,6504367,26004,UPG_DIGITAL_WALLET,"1,000"
4/26/2024,6504731,317898,UPG_DIGITAL_WALLET,240
4/26/2024,6504740,613794,UPG_DIGITAL_WALLET,5
4/26/2024,6504849,541602,UPG_DIGITAL_WALLET,15
4/26/2024,6504444,638430,UPG_DIGITAL_WALLET,9
2/28/2024,5592362,595320,UPG_DIGITAL_WALLET,200
1/7/2024,4829035,11790,UPG_DIGITAL_WALLET,90
2/23/2024,5517658,227730,UPG_DIGITAL_WALLET,"1,000"
4/17/2024,6358237,215250,UPG_DIGITAL_WALLET,"3,000"
4/17/2024,6363792,4230,UPG_DIGITAL_WALLET,200
4/18/2024,6378122,22242,UPG_DIGITAL_WALLET,34
4/16/2024,6347667,474420,UPG_DIGITAL_WALLET,"2,000"
4/16/2024,6347672,513234,UPG_DIGITAL_WALLET,8
4/17/2024,6353457,611694,UPG_DIGITAL_WALLET,"1,500"
4/17/2024,6363814,318552,UPG_DIGITAL_WALLET,5
4/15/2024,6318722,187980,UPG_DIGITAL_WALLET,"1,300"
4/18/2024,6369139,598182,UPG_DIGITAL_WALLET,"3,000"
4/29/2024,6552717,578862,UPG_DIGITAL_WALLET,50
4/29/2024,6552538,545196,UPG_DIGITAL_WALLET,"4,800"
4/27/2024,6527964,294498,COLLECTION,"4,600"
4/28/2024,6544622,16698,UPG_DIGITAL_WALLET,50
4/28/2024,6544695,152592,UPG_DIGITAL_WALLET,"10,044"
4/28/2024,6544288,630660,UPG_DIGITAL_WALLET,"1,500"
4/28/2024,6542743,577734,UPG_DIGITAL_WALLET,200
4/28/2024,6542318,597894,UPG_DIGITAL_WALLET,"5,000"
4/28/2024,6542464,624948,UPG_DIGITAL_WALLET,30
4/28/2024,6542833,343494,UPG_DIGITAL_WALLET,"2,014"
4/22/2024,6440920,517740,UPG_DIGITAL_WALLET,500
4/4/2024,6154864,24666,UPG_DIGITAL_WALLET,"2,700"
4/3/2024,6132803,123738,UPG_DIGITAL_WALLET,"1,500"
3/31/2024,6079080,584472,UPG_DIGITAL_WALLET,200
4/3/2024,6132808,549900,UPG_DIGITAL_WALLET,200
4/2/2024,6125727,30594,UPG_DIGITAL_WALLET,"2,000"
4/13/2024,6295415,620256,UPG_DIGITAL_WALLET,"1,000"
4/19/2024,6395178,401682,UPG_DIGITAL_WALLET,"2,000"
4/19/2024,6394070,632112,UPG_DIGITAL_WALLET,50
4/24/2024,6481841,478740,UPG_DIGITAL_WALLET,"1,000"
4/16/2024,6349177,502272,UPG_DIGITAL_WALLET,500
3/18/2024,5884718,522492,UPG_DIGITAL_WALLET,800
4/15/2024,6320227,21126,UPG_DIGITAL_WALLET,100
4/18/2024,6379165,598338,UPG_DIGITAL_WALLET,200
3/16/2024,5848719,2874,UPG_DIGITAL_WALLET,800
4/12/2024,6281715,58914,UPG_DIGITAL_WALLET,500
3/16/2024,5848708,528522,UPG_DIGITAL_WALLET,20
4/9/2024,6235296,346068,COLLECTION,"1,000"
3/16/2024,5848939,109896,UPG_DIGITAL_WALLET,10
4/14/2024,6303642,274998,UPG_DIGITAL_WALLET,"7,500"
4/13/2024,6295923,2706,COLLECTION,"1,500"
4/4/2024,6158659,596952,COLLECTION,"1,000"
4/15/2024,6318707,441018,COLLECTION,"2,000"
4/18/2024,6382695,277860,UPG_DIGITAL_WALLET,300
4/6/2024,6196591,19158,COLLECTION,"1,500"
4/28/2024,6544893,111078,UPG_DIGITAL_WALLET,"2,000"
3/18/2024,5884690,604944,UPG_DIGITAL_WALLET,50
4/14/2024,6313699,5130,UPG_DIGITAL_WALLET,"1,220"
4/20/2024,6401193,320802,COLLECTION,"3,000"
4/9/2024,6246640,105228,UPG_DIGITAL_WALLET,"3,000"
3/16/2024,5848973,550824,UPG_DIGITAL_WALLET,200
3/16/2024,5849151,518310,UPG_DIGITAL_WALLET,200
3/16/2024,5849366,29412,COLLECTION,"1,000"
4/7/2024,6204778,594162,COLLECTION,"4,000"
3/16/2024,5849111,6672,UPG_DIGITAL_WALLET,"1,000"
4/12/2024,6275262,564594,UPG_DIGITAL_WALLET,15
2/12/2024,5344524,15570,UPG_DIGITAL_WALLET,491
3/22/2024,5937525,351132,UPG_DIGITAL_WALLET,"3,000"
3/30/2024,6064290,479136,UPG_DIGITAL_WALLET,20
3/28/2024,6043789,300,UPG_DIGITAL_WALLET,300
3/25/2024,5979780,410868,UPG_DIGITAL_WALLET,"1,000"
3/29/2024,6051340,185280,UPG_DIGITAL_WALLET,300
3/29/2024,6057297,390450,UPG_DIGITAL_WALLET,"5,000"
2/5/2024,5246132,157074,UPG_DIGITAL_WALLET,150
4/24/2024,6468236,581688,UPG_DIGITAL_WALLET,50
3/30/2024,6061147,153072,COLLECTION,"4,000"
3/12/2024,5801551,608184,UPG_DIGITAL_WALLET,20
3/24/2024,5964193,134436,COLLECTION,"1,500"
3/24/2024,5964154,92862,COLLECTION,"3,500"
3/24/2024,5978094,19650,UPG_DIGITAL_WALLET,500
3/29/2024,6050165,342180,COLLECTION,"2,015"
3/24/2024,5978122,285882,UPG_DIGITAL_WALLET,"1,500"
3/25/2024,5992399,328962,UPG_DIGITAL_WALLET,200
3/24/2024,5978149,595008,UPG_DIGITAL_WALLET,858
3/12/2024,5801878,148314,COLLECTION,"2,000"
3/25/2024,5992744,351624,COLLECTION,"3,000"
3/14/2024,5822866,591912,COLLECTION,"2,000"
4/1/2024,6099663,472872,UPG_DIGITAL_WALLET,9
4/1/2024,6107239,529140,UPG_DIGITAL_WALLET,50
4/1/2024,6099707,519612,UPG_DIGITAL_WALLET,15
3/31/2024,6091597,592410,UPG_DIGITAL_WALLET,"9,000"
4/6/2024,6191128,414672,UPG_DIGITAL_WALLET,800
4/3/2024,6147105,471570,UPG_DIGITAL_WALLET,500
3/31/2024,6081705,336594,UPG_DIGITAL_WALLET,"1,005"
4/3/2024,6147472,290616,COLLECTION,"2,000"
3/31/2024,6091635,596568,UPG_DIGITAL_WALLET,200
2/29/2024,5619576,508908,UPG_DIGITAL_WALLET,715
3/2/2024,5640917,317028,COLLECTION,"3,000"
3/3/2024,5665668,493416,UPG_DIGITAL_WALLET,50
3/2/2024,5640812,497286,UPG_DIGITAL_WALLET,100
1/11/2024,4880398,287274,UPG_DIGITAL_WALLET,55
3/2/2024,5650394,614994,UPG_DIGITAL_WALLET,"25,000"
3/2/2024,5640879,483486,UPG_DIGITAL_WALLET,"2,000"
4/26/2024,6501429,9540,UPG_DIGITAL_WALLET,500
